Inventaire?,N° réf,Jeux,Classification ludothèque COL,COL adapté 1,COL adapté 2,Etat,Âge,Duree,Nbre de joueurs,Thème,Prix neuf,Jeton(s),A vendre?,Poids,Nbre de cartes,Dimension cartes,don provenance?,Date d'entrée,trictrac,titre officiel,annee de sortie,illustrateur,image_editeur,auteur,,editeur,description,caractéristique,mécanisme,Commentaires,Année de rentrée,Enfants / Adultes,Manque,Inventaire,dernier inventaire,liens vers video régles
ok,326,Queendomino,R,REF,REF,Bon,8,25,2 - 4,Médiéval,27,2,,,,,,18-01-2018,,,,Cyril Bouquet,,Cathala,,Blue Orange,,,,,2017-2018,Adultes,,régles; 4 tuiles dépard; 4 chateaux; 48 dominos; 32 tuiles batiments ; 8 figurines roi; 22 chevaliers ; 15 tours ; 42 piéces ; 1 plateau batisseur; 1 figurine reine; 1 dragon; 1 carnets score,31/07/2019,
ok,327,Jamaica,R,PAR,PAR,Bon,8,30 - 60,2 - 6 ,Pirates,36,2,,,,,,18-01-2018,,,,Leyssenne,,Cathala/Pauchon/Braff,,Gameworks,,,,,2017-2018,Adultes,,1 plateau; 66 cartes actions;  80 doublons; 45 jetons nourriture; 45 jetons poudre; 9 jetons trésor; 12 cartes trésor; 1 boussole; 2 dés actions; 1 dés combat; 6 bateaux; 6 plaques cales.,09/08/2019,
ok,328,Mascarade,R,EXP,EXP,Bon,10,30,2 - 13 ,Médiéval,18,1,,,,,,18-01-2018,,,,Masson,,Faidutti,,Repos Production,,,,,2017-2018,Adultes,1 cartes perso et un jeton en plus,13 cartes perso ; 1 carte perso vierge; 1 plateau tribunal ; valeur de 194 pieces ; 14 marqueurs perso dont un vierge ; 5 aides de jeu,30/07/2019,
ok,329,Empereur (L'),R,PAR,PAR,Bon,8,15,2 - 4,Nature,14.5,1,,,,,,11-06-2017,,,,,,Toscano/poncet,,Opla,,,,,2016-2017,Adultes,,"32 tuiles banquise, 6 jetons météo; 3 beau temps; 3 mauvais temps; 4 manchots",09/08/2019,
ok,330,Souk,R,COM,COM,Bon,8,30,3 - 5,Moyen Orient,14,1,,,105,,,18-01-2018,,,,Leyssenne,,Gary kim,,Asmodée,,,,,2017-2018,Adultes,,"1058 cartes épices, 5 cartes aide mémoires, 1 pion premier joueur, 1 plateu et 1 livret de règles",09/08/2019,
ok,331,Saboteur,R,EQU,PAR,Bon,8,30,3 - 10,Fantasy,12,1,,,,,,18-01-2018,,,,,,Moyersoen,,Gigamic,,,,,2017-2018,Adultes,,44 cartes chemins ; 27 cartes action ; 28 cartes or ; 11 cartes nain ; 1 règle du jeu,26/08/2019,
ok,332,Pandemic,R,REF,REF,Bon,8,45,2 - 4,Science,34.95,2,,,,,,01-09-2017,,,,,,Matt Leacock,,Filosofia,,,,,2017-2018,Adultes,,7 cartes rôle; 7 pions ; 59 cartes joueurs ; 4 aides de jeu; 48 cartes propagations; 96 cubes; 4 marqueurs 1 marqueur vitesse; 1 marqueur eclosion; 6 stations; 1 plateau  ; régles,31/07/2019,
vendu,333,Anima - Le crépuscule des dieux,R,REF,REF,Moyen,12,40 - 100,2 - 5 ,Fantasy,10,1,oui,,,,Don Ludikbazar,18-01-2018,,,,Wen Yu Li,,Carlos B Garcia,,Edge Entertainement,,,,,2017-2018,Adultes,,110 cartes ; 2 dés de 6 ; 1 dé de 10; 4 pions,01/08/2019,
vendu,334,Deluges,R,REF,REF,Bon,15,90,3 - 4 ,Antiquité,25,2,oui,,,,Don Ludikbazar,18-01-2018,,,,Joël Belin,,Besançon / Marchal,,Le Joueur,,,,,2017-2018,Adultes,,96 piions ouvriers; 24 pions fanatiques; 32 pions bateaux; 48 pions dolmen; 8 pions port ; 8 greniers; 32 piions de 5 ouvriers; 20 pions guerriers; 48 monuments; 24 merveilles; 8 casernes; 24 pions mines; 48 marqueurs deforestations; 24 marqueurs case; 13 marqueurs inondations; 1 marqueur montées des eaux; 2 régles; 4 4 aides de jeu; 250 pions ressources; 50 pions cuivres,31/07/2019,
A vendre,335,Fantasy SA,R,REF,REF,Bon,12,20,2 - 5,Fantasy,10,1,oui,280 gr,100,63*88,Don Ludikbazar,18-01-2018,,,,,,Sylvie Barc,,Asmodée,,,,,2017-2018,Adultes,-1 carte exploit   +1 cartes heros,"1 regles, 2 dés de 6, 5 cartes chevaliers (jaune,rose,vert,marron,bleu) , 30 cartes exploits ( dos parchemin) 40 cartes héros( dos ecu), 24 cartes sponsor ( dos parchemin)",25/11/2018,
ok,337,Vaches à la ferme (Les),A,AGE,AGE,Bon,3,0,1,Animaux,11.9,1,,,,,Géraldine,01-09-2017,,,,,,,,Djeco,,,,,2017-2018,Enfants,,24 piéces,12/08/2019,
ok,338,Timeline Multi-thèmes,R,EXP,EXP,Bon,8,15,2 - 8,Abstrait,13.95,1,,100 gr,55,64*42,,05-01-2016,,,,,,,,Asmodée,,,,,2015-2016,Adultes,,"1 régle, 55 cartes",31/07/2019,
ok,340,3 puzzles en bois,A,AGE,AGE,Bon,3,0,1,Animaux,10,1,,,,,Géraldine,05-01-2016,,,,,,,,,,,,,2015-2016,Enfants,,13 piéces,12/08/2019,
ok,342,Camel Up,R,PAR,PAR,Bon,8,30,2 - 8,Moyen Orient,31.5,2,,,,,,01-09-2018,,,,,,,,Filosofia,,,,,2017-2018,Adultes,,1 pyramide; 1 plateau de jeu; 5 chameux; 5 dés; 40 cartes pari/course; 15 tuiles pari; 5 tuiles pyramide; 50 piéces; 20 cartes livres,02/08/2019,
a vendre,344,Witty Chronos,R,REF,REF,Bon,8,30,3 - 10,Antiquité,15,1,oui,,,,Don Grande Récré,05-01-2017,,,,,,,,Witty Editions,,,,,2016-2017,Adultes,,10 sabliers; 10 marqueur; 55 cartes; 10 jetons; 1 sac,01/08/2019,
A vendre,345,Méli Mélo,A,AGE,AGE,Abimé,3,0,1,Puzzle,10,1,oui,,,,Géraldine,05-01-2016,,,,,,,,Lily Poule,,,,,2015-2016,Enfants,1 cartes,20 cartes,31/07/2019,
ok,346,When I Dream,R,EXP,EXP,Bon,8,30,4 - 10,Imaginaire,27,2,,,,,,27-01-2018,,,,,,darsaklis,,repos Production,,,,,2017-2018,Adultes,,11 cartes esprit ; 110 cartes rêves ; 104 jetons ; 1 lit ; 1 tête de lit ; 1 plateau ; 1 masque ; 1 sablier ; 1 livret de règles,26/08/2019,
ok,347,Century,R,REF,REF,Bon,8,30,2 - 5,Commerce,31.5,2,,,94,70*121,,01-01-2018,,,,ferannda Suarez,,Emerson Matsuuchi,,Plan B game,,,,,2017-2018,Adultes,,"5 cartes caravanes, 36 cartes points, 53 cartes marchands, 105 cubes en bois; 4 bols, 20 piéces en métal; régle",23/08/2019,
serait vendu,348,Code Names Images,R,EQU,EXP,Bon,10,15,2 - 8,Mots,17.9,1,,560 g,200,67*67  75*58,,30-10-2016,,,,,,Vlaada Chvatil,,Iello,,,,,2016-2017,Adultes,,"1 regle 7 tuiles bleue, 7 tuiles rouge, 1 tuiles extra, 4 tuiles neutre, 1 tuile assasin, 140 cartes image, 60 cartes clé, 1 suuport de carte ",09/08/2019,
serait vendu,349,Arrêt de bus,R,QUE,QUE,Bon,4,,2 - 4 ,Ville,5,1,oui,,,,Géraldine,05-01-2016,,,,,,,,Orchard Toys,,,,,2015-2016,Enfants,,"1 tableau decoupé , 4 bus ; 4 jetons bus ; 4 portes jetons ; 40 cartes passagers; 2 dés",12/08/2019,
serait vendu,350,Code Names Images,R,EQU,EXP,Bon,10,15,2 - 8,Mots,17.9,1,oui,,,,,30-10-2017,,,,,,Vlaada Chvatil,,Iello,,,,,2017-2018,Adultes,1 cartes passager,"1 regle 7 tuiles bleue, 7 tuiles rouge, 1 tuiles extra, 4 tuiles neutre, 1 tuile assasin, 140 cartes image, 60 cartes clé, 1 suuport de carte ",30/07/2018,
ok,351,Bunny Kingdom,R,REF,REF,Bon,12,45,2 - 4,Médiéval,40.5,3,,,,,Don Iello,30-10-2017,,,,Paul Mafayon,,Richard Garfield,,Iello,,,,,2017-2018,Adultes,3 fig en +,"1 plateau , 144 figurines; 39 cité; 24 jetons construction; 182 cartes; 4 aide de jeu",09/08/2019,
ok,352,Bingo,R,ASS,ASS,Bon,3,,,Animaux,8,1,,,,,Géraldine,05-01-2016,,,,,,,,Haba,,,,,2015-2016,Enfants,,1 cadran animaux ; 4 plateau joueur ; 24 jetons animaux,30/07/2019,
ok,353,Booo!,R,PAR,PAR,Bon,7,30,2 - 6,Fantômes,18.9,1,,,,,Don Ambarprix,01-05-2017,,,,Tony Rochon,,Christophe Gonthier,,Blackrock,,,,,2016-2017,Adultes,,régles; 9 tuiles ; 15 jetons visiteurs; 1 fantôme ; 6 tuiles mûr; 4 jetons spéciales; 8 élements plateaux;,31/07/2019,
ok,354,Catan - Junior,R,REF,REF,Bon,6,30,3 - 4 ,Pirates,27,2,,,,,,18-01-2018,,,,,,Klaus Teuber,,Kosmos,,,,,2017-2018,Enfants,,1 plateau R/V; 1 dé; 28 figurine plastique et 28 bois forteresse; 32 figurine bateau plastique et 32 bois; 1fantome; 24 cartes coco; 95 cartes ressources; 1 plateau marché; 4 tuiles port; 4 aide de jeu.,31/07/2019,
serait vendu,355,C'était quand la dernière fois ... ?,R,QUE,QUE,Bon,14,45,3 - 6 ,Abstrait,15,1,oui,900 g,300,90*59,Don Grande Récré,05-01-2017,,,,,,,,Tactic,,,,,2016-2017,Adultes,,"1 régles, 1 plateau, 300 cartes Q/R, 6 pions jeu, 6 cadrans réponse",07/10/2018,
ok,356,Voodoo,R,HAS,HAS,Bon,8,30,3 - 6 ,Fantasy,13.95,1,,,,,Don Dominique,01-01-2018,,,,,,Giovo/Valtriani,,Intrafin,,,,,2017-2018,Adultes,1 poupée ,1 régles; 10 cartes malédictions permanentes ; 36 cartes malédictions ; 6 sphéres ; 5 dés ; 13 cartes artefact ; 1 poupée ; 1 carte cible,31/07/2019,
vendu,357,Raid & Trade,R,REF,REF,Bon,14,45,3 - 5,Commerce,50,3,oui,,,,Don Ludikbazar,18-01-2018,,,,,,,,Edge,,,,,2017-2018,Adultes,,5 figurine; 5 tableau de bord; 9 dalle ville r/v; 1 dalle heliport r/v; 4 pions négociant; 70 cartes objet; 50 tuiles maison; 50 cartes pillage; 6 dés;; 10 cartes evenements; 11 cartes quêtes; 30 cartes incidents; 6 tuiles gardes; 2 pions heliport; 130 pions ressource; 5 disque de crédit; 1 tuiles avant poste et figurine. 1 sac.,01/08/2019,
